;PolBez;Altersgr;GebLand;Geschl;GeimpftGenesen;Anz
46303;BEZIMST-915;ALT10IMST-2;AUSLAND;m;2;245
46304;BEZIMST-915;ALT10IMST-2;AUSLAND;m;0;212
46305;BEZIMST-915;ALT10IMST-2;AUSLAND;f;1;49
46306;BEZIMST-915;ALT10IMST-2;AUSLAND;f;3;36
46307;BEZIMST-915;ALT10IMST-2;AUSLAND;f;2;284
46308;BEZIMST-915;ALT10IMST-2;AUSLAND;f;0;206
46309;BEZIMST-915;ALT10IMST-3;INLAND;m;1;870
46310;BEZIMST-915;ALT10IMST-3;INLAND;m;3;590
46311;BEZIMST-915;ALT10IMST-3;INLAND;m;2;606
46312;BEZIMST-915;ALT10IMST-3;INLAND;m;0;422
46313;BEZIMST-915;ALT10IMST-3;INLAND;f;1;866
46314;BEZIMST-915;ALT10IMST-3;INLAND;f;3;776
46315;BEZIMST-915;ALT10IMST-3;INLAND;f;2;593
46316;BEZIMST-915;ALT10IMST-3;INLAND;f;0;338
46317;BEZIMST-915;ALT10IMST-3;AUSLAND;m;1;443
46318;BEZIMST-915;ALT10IMST-3;AUSLAND;m;3;157
46319;BEZIMST-915;ALT10IMST-3;AUSLAND;m;2;342
46320;BEZIMST-915;ALT10IMST-3;AUSLAND;m;0;456
46321;BEZIMST-915;ALT10IMST-3;AUSLAND;f;1;368
46322;BEZIMST-915;ALT10IMST-3;AUSLAND;f;3;159
46323;BEZIMST-915;ALT10IMST-3;AUSLAND;f;2;324
46324;BEZIMST-915;ALT10IMST-3;AUSLAND;f;0;396
46325;BEZIMST-915;ALT10IMST-4;INLAND;m;1;1458
46326;BEZIMST-915;ALT10IMST-4;INLAND;m;3;1171
46327;BEZIMST-915;ALT10IMST-4;INLAND;m;2;501
46328;BEZIMST-915;ALT10IMST-4;INLAND;m;0;464
46329;BEZIMST-915;ALT10IMST-4;INLAND;f;1;1376
46330;BEZIMST-915;ALT10IMST-4;INLAND;f;3;1275
46331;BEZIMST-915;ALT10IMST-4;INLAND;f;2;503
46332;BEZIMST-915;ALT10IMST-4;INLAND;f;0;332
46333;BEZIMST-915;ALT10IMST-4;AUSLAND;m;1;1189
46334;BEZIMST-915;ALT10IMST-4;AUSLAND;m;3;551
46335;BEZIMST-915;ALT10IMST-4;AUSLAND;m;2;616
46336;BEZIMST-915;ALT10IMST-4;AUSLAND;m;0;1030
46337;BEZIMST-915;ALT10IMST-4;AUSLAND;f;1;1018
46338;BEZIMST-915;ALT10IMST-4;AUSLAND;f;3;598
46339;BEZIMST-915;ALT10IMST-4;AUSLAND;f;2;651
46340;BEZIMST-915;ALT10IMST-4;AUSLAND;f;0;778
46341;BEZIMST-915;ALT10IMST-5;INLAND;m;1;1197
46342;BEZIMST-915;ALT10IMST-5;INLAND;m;3;758
46343;BEZIMST-915;ALT10IMST-5;INLAND;m;2;260
46344;BEZIMST-915;ALT10IMST-5;INLAND;m;0;320
46345;BEZIMST-915;ALT10IMST-5;INLAND;f;1;955
46346;BEZIMST-915;ALT10IMST-5;INLAND;f;3;741
46347;BEZIMST-915;ALT10IMST-5;INLAND;f;2;245
46348;BEZIMST-915;ALT10IMST-5;INLAND;f;0;213
46349;BEZIMST-915;ALT10IMST-5;AUSLAND;m;1;1171
46350;BEZIMST-915;ALT10IMST-5;AUSLAND;m;3;507
46351;BEZIMST-915;ALT10IMST-5;AUSLAND;m;2;606
46352;BEZIMST-915;ALT10IMST-5;AUSLAND;m;0;998
46353;BEZIMST-915;ALT10IMST-5;AUSLAND;f;1;1010
46354;BEZIMST-915;ALT10IMST-5;AUSLAND;f;3;593
46355;BEZIMST-915;ALT10IMST-5;AUSLAND;f;2;691
46356;BEZIMST-915;ALT10IMST-5;AUSLAND;f;0;702
46357;BEZIMST-915;ALT10IMST-6;INLAND;m;1;1099
46358;BEZIMST-915;ALT10IMST-6;INLAND;m;3;455
46359;BEZIMST-915;ALT10IMST-6;INLAND;m;2;172
46360;BEZIMST-915;ALT10IMST-6;INLAND;m;0;253
46361;BEZIMST-915;ALT10IMST-6;INLAND;f;1;933
46362;BEZIMST-915;ALT10IMST-6;INLAND;f;3;478
46363;BEZIMST-915;ALT10IMST-6;INLAND;f;2;188
46364;BEZIMST-915;ALT10IMST-6;INLAND;f;0;192
46365;BEZIMST-915;ALT10IMST-6;AUSLAND;m;1;1169
46366;BEZIMST-915;ALT10IMST-6;AUSLAND;m;3;338
46367;BEZIMST-915;ALT10IMST-6;AUSLAND;m;2;452
46368;BEZIMST-915;ALT10IMST-6;AUSLAND;m;0;829
46369;BEZIMST-915;ALT10IMST-6;AUSLAND;f;1;1200
46370;BEZIMST-915;ALT10IMST-6;AUSLAND;f;3;503
46371;BEZIMST-915;ALT10IMST-6;AUSLAND;f;2;555
46372;BEZIMST-915;ALT10IMST-6;AUSLAND;f;0;633
46373;BEZIMST-915;ALT10IMST-7;INLAND;m;1;1334
46374;BEZIMST-915;ALT10IMST-7;INLAND;m;3;423
46375;BEZIMST-915;ALT10IMST-7;INLAND;m;2;114
46376;BEZIMST-915;ALT10IMST-7;INLAND;m;0;250
46377;BEZIMST-915;ALT10IMST-7;INLAND;f;1;1264
46378;BEZIMST-915;ALT10IMST-7;INLAND;f;3;397
46379;BEZIMST-915;ALT10IMST-7;INLAND;f;2;113
46380;BEZIMST-915;ALT10IMST-7;INLAND;f;0;234
46381;BEZIMST-915;ALT10IMST-7;AUSLAND;m;1;1163
46382;BEZIMST-915;ALT10IMST-7;AUSLAND;m;3;290
46383;BEZIMST-915;ALT10IMST-7;AUSLAND;m;2;256
46384;BEZIMST-915;ALT10IMST-7;AUSLAND;m;0;709
46385;BEZIMST-915;ALT10IMST-7;AUSLAND;f;1;1100
46386;BEZIMST-915;ALT10IMST-7;AUSLAND;f;3;270
46387;BEZIMST-915;ALT10IMST-7;AUSLAND;f;2;313
46388;BEZIMST-915;ALT10IMST-7;AUSLAND;f;0;632
46389;BEZIMST-915;ALT10IMST-8;INLAND;m;1;877
46390;BEZIMST-915;ALT10IMST-8;INLAND;m;3;200
46391;BEZIMST-915;ALT10IMST-8;INLAND;m;2;38
46392;BEZIMST-915;ALT10IMST-8;INLAND;m;0;162
46393;BEZIMST-915;ALT10IMST-8;INLAND;f;1;1070
46394;BEZIMST-915;ALT10IMST-8;INLAND;f;3;197
46395;BEZIMST-915;ALT10IMST-8;INLAND;f;2;35
46396;BEZIMST-915;ALT10IMST-8;INLAND;f;0;150
46397;BEZIMST-915;ALT10IMST-8;AUSLAND;m;1;715
46398;BEZIMST-915;ALT10IMST-8;AUSLAND;m;3;121
46399;BEZIMST-915;ALT10IMST-8;AUSLAND;m;2;89
46400;BEZIMST-915;ALT10IMST-8;AUSLAND;m;0;606
46401;BEZIMST-915;ALT10IMST-8;AUSLAND;f;1;836
46402;BEZIMST-915;ALT10IMST-8;AUSLAND;f;3;147
46403;BEZIMST-915;ALT10IMST-8;AUSLAND;f;2;151
46404;BEZIMST-915;ALT10IMST-8;AUSLAND;f;0;602
46405;BEZIMST-915;ALT10IMST-9;INLAND;m;1;744
46406;BEZIMST-915;ALT10IMST-9;INLAND;m;3;141
46407;BEZIMST-915;ALT10IMST-9;INLAND;m;2;12
46408;BEZIMST-915;ALT10IMST-9;INLAND;m;0;93
46409;BEZIMST-915;ALT10IMST-9;INLAND;f;1;1244
46410;BEZIMST-915;ALT10IMST-9;INLAND;f;3;186
46411;BEZIMST-915;ALT10IMST-9;INLAND;f;2;34
46412;BEZIMST-915;ALT10IMST-9;INLAND;f;0;157
46413;BEZIMST-915;ALT10IMST-9;AUSLAND;m;1;278
46414;BEZIMST-915;ALT10IMST-9;AUSLAND;m;3;40
46415;BEZIMST-915;ALT10IMST-9;AUSLAND;m;2;18
46416;BEZIMST-915;ALT10IMST-9;AUSLAND;m;0;144
46417;BEZIMST-915;ALT10IMST-9;AUSLAND;f;1;369
46418;BEZIMST-915;ALT10IMST-9;AUSLAND;f;3;49
46419;BEZIMST-915;ALT10IMST-9;AUSLAND;f;2;31
46420;BEZIMST-915;ALT10IMST-9;AUSLAND;f;0;182
46421;BEZIMST-915;ALT10IMST-10;INLAND;m;1;174
46422;BEZIMST-915;ALT10IMST-10;INLAND;m;3;32
46423;BEZIMST-915;ALT10IMST-10;INLAND;m;2;6
46424;BEZIMST-915;ALT10IMST-10;INLAND;m;0;30
46425;BEZIMST-915;ALT10IMST-10;INLAND;f;1;445
46426;BEZIMST-915;ALT10IMST-10;INLAND;f;3;81
46427;BEZIMST-915;ALT10IMST-10;INLAND;f;2;18
46428;BEZIMST-915;ALT10IMST-10;INLAND;f;0;83
46429;BEZIMST-915;ALT10IMST-10;AUSLAND;m;1;45
46430;BEZIMST-915;ALT10IMST-10;AUSLAND;m;3;3
46431;BEZIMST-915;ALT10IMST-10;AUSLAND;m;2;3
46432;BEZIMST-915;ALT10IMST-10;AUSLAND;m;0;20
46433;BEZIMST-915;ALT10IMST-10;AUSLAND;f;1;87
46434;BEZIMST-915;ALT10IMST-10;AUSLAND;f;3;14
46435;BEZIMST-915;ALT10IMST-10;AUSLAND;f;2;4
46436;BEZIMST-915;ALT10IMST-10;AUSLAND;f;0;45
46723;BEZIMST-916;ALT10IMST-1;INLAND;m;1;41
46724;BEZIMST-916;ALT10IMST-1;INLAND;m;3;6
46725;BEZIMST-916;ALT10IMST-1;INLAND;m;2;433
46726;BEZIMST-916;ALT10IMST-1;INLAND;m;0;1545
46727;BEZIMST-916;ALT10IMST-1;INLAND;f;1;25
46728;BEZIMST-916;ALT10IMST-1;INLAND;f;3;6
46729;BEZIMST-916;ALT10IMST-1;INLAND;f;2;391
46730;BEZIMST-916;ALT10IMST-1;INLAND;f;0;1478
46731;BEZIMST-916;ALT10IMST-1;AUSLAND;m;1;1
46732;BEZIMST-916;ALT10IMST-1;AUSLAND;m;2;11
46733;BEZIMST-916;ALT10IMST-1;AUSLAND;m;0;42
46734;BEZIMST-916;ALT10IMST-1;AUSLAND;f;1;2
46735;BEZIMST-916;ALT10IMST-1;AUSLAND;f;2;12
46736;BEZIMST-916;ALT10IMST-1;AUSLAND;f;0;27
46737;BEZIMST-916;ALT10IMST-2;INLAND;m;1;549
46738;BEZIMST-916;ALT10IMST-2;INLAND;m;3;454
46739;BEZIMST-916;ALT10IMST-2;INLAND;m;2;1419
46740;BEZIMST-916;ALT10IMST-2;INLAND;m;0;1218
46741;BEZIMST-916;ALT10IMST-2;INLAND;f;1;561
46742;BEZIMST-916;ALT10IMST-2;INLAND;f;3;440
46743;BEZIMST-916;ALT10IMST-2;INLAND;f;2;1258
46744;BEZIMST-916;ALT10IMST-2;INLAND;f;0;1169
46745;BEZIMST-916;ALT10IMST-2;AUSLAND;m;1;77
46746;BEZIMST-916;ALT10IMST-2;AUSLAND;m;3;57
46747;BEZIMST-916;ALT10IMST-2;AUSLAND;m;2;325
46748;BEZIMST-916;ALT10IMST-2;AUSLAND;m;0;284
46749;BEZIMST-916;ALT10IMST-2;AUSLAND;f;1;68
46750;BEZIMST-916;ALT10IMST-2;AUSLAND;f;3;37
46751;BEZIMST-916;ALT10IMST-2;AUSLAND;f;2;314
46752;BEZIMST-916;ALT10IMST-2;AUSLAND;f;0;312
46753;BEZIMST-916;ALT10IMST-3;INLAND;m;1;1187
46754;BEZIMST-916;ALT10IMST-3;INLAND;m;3;846
46755;BEZIMST-916;ALT10IMST-3;INLAND;m;2;869
46756;BEZIMST-916;ALT10IMST-3;INLAND;m;0;597
46757;BEZIMST-916;ALT10IMST-3;INLAND;f;1;1157
46758;BEZIMST-916;ALT10IMST-3;INLAND;f;3;1105
46759;BEZIMST-916;ALT10IMST-3;INLAND;f;2;779
46760;BEZIMST-916;ALT10IMST-3;INLAND;f;0;449
46761;BEZIMST-916;ALT10IMST-3;AUSLAND;m;1;470
46762;BEZIMST-916;ALT10IMST-3;AUSLAND;m;3;187
46763;BEZIMST-916;ALT10IMST-3;AUSLAND;m;2;404
46764;BEZIMST-916;ALT10IMST-3;AUSLAND;m;0;560
46765;BEZIMST-916;ALT10IMST-3;AUSLAND;f;1;398
46766;BEZIMST-916;ALT10IMST-3;AUSLAND;f;3;224
46767;BEZIMST-916;ALT10IMST-3;AUSLAND;f;2;381
46768;BEZIMST-916;ALT10IMST-3;AUSLAND;f;0;407
46769;BEZIMST-916;ALT10IMST-4;INLAND;m;1;1782
46770;BEZIMST-916;ALT10IMST-4;INLAND;m;3;1348
46771;BEZIMST-916;ALT10IMST-4;INLAND;m;2;653
46772;BEZIMST-916;ALT10IMST-4;INLAND;m;0;572
46773;BEZIMST-916;ALT10IMST-4;INLAND;f;1;1722
46774;BEZIMST-916;ALT10IMST-4;INLAND;f;3;1622
46775;BEZIMST-916;ALT10IMST-4;INLAND;f;2;587
46776;BEZIMST-916;ALT10IMST-4;INLAND;f;0;424
46777;BEZIMST-916;ALT10IMST-4;AUSLAND;m;1;1265
46778;BEZIMST-916;ALT10IMST-4;AUSLAND;m;3;571
46779;BEZIMST-916;ALT10IMST-4;AUSLAND;m;2;708
46780;BEZIMST-916;ALT10IMST-4;AUSLAND;m;0;1167
46781;BEZIMST-916;ALT10IMST-4;AUSLAND;f;1;1041
46782;BEZIMST-916;ALT10IMST-4;AUSLAND;f;3;642
46783;BEZIMST-916;ALT10IMST-4;AUSLAND;f;2;812
46784;BEZIMST-916;ALT10IMST-4;AUSLAND;f;0;943
46785;BEZIMST-916;ALT10IMST-5;INLAND;m;1;1571
46786;BEZIMST-916;ALT10IMST-5;INLAND;m;3;1025
46787;BEZIMST-916;ALT10IMST-5;INLAND;m;2;340
46788;BEZIMST-916;ALT10IMST-5;INLAND;m;0;418
46789;BEZIMST-916;ALT10IMST-5;INLAND;f;1;1409
46790;BEZIMST-916;ALT10IMST-5;INLAND;f;3;1099
46791;BEZIMST-916;ALT10IMST-5;INLAND;f;2;349
46792;BEZIMST-916;ALT10IMST-5;INLAND;f;0;287
46793;BEZIMST-916;ALT10IMST-5;AUSLAND;m;1;1426
46794;BEZIMST-916;ALT10IMST-5;AUSLAND;m;3;563
46795;BEZIMST-916;ALT10IMST-5;AUSLAND;m;2;750
46796;BEZIMST-916;ALT10IMST-5;AUSLAND;m;0;1132
46797;BEZIMST-916;ALT10IMST-5;AUSLAND;f;1;1246
46798;BEZIMST-916;ALT10IMST-5;AUSLAND;f;3;676
46799;BEZIMST-916;ALT10IMST-5;AUSLAND;f;2;870
46800;BEZIMST-916;ALT10IMST-5;AUSLAND;f;0;812
46801;BEZIMST-916;ALT10IMST-6;INLAND;m;1;1689
46802;BEZIMST-916;ALT10IMST-6;INLAND;m;3;876
46803;BEZIMST-916;ALT10IMST-6;INLAND;m;2;258
46804;BEZIMST-916;ALT10IMST-6;INLAND;m;0;354
46805;BEZIMST-916;ALT10IMST-6;INLAND;f;1;1677
46806;BEZIMST-916;ALT10IMST-6;INLAND;f;3;962
46807;BEZIMST-916;ALT10IMST-6;INLAND;f;2;255
46808;BEZIMST-916;ALT10IMST-6;INLAND;f;0;284
46809;BEZIMST-916;ALT10IMST-6;AUSLAND;m;1;1394
46810;BEZIMST-916;ALT10IMST-6;AUSLAND;m;3;438
46811;BEZIMST-916;ALT10IMST-6;AUSLAND;m;2;544
46812;BEZIMST-916;ALT10IMST-6;AUSLAND;m;0;1048
46813;BEZIMST-916;ALT10IMST-6;AUSLAND;f;1;1445
46814;BEZIMST-916;ALT10IMST-6;AUSLAND;f;3;657
46815;BEZIMST-916;ALT10IMST-6;AUSLAND;f;2;714
46816;BEZIMST-916;ALT10IMST-6;AUSLAND;f;0;762
46817;BEZIMST-916;ALT10IMST-7;INLAND;m;1;2155
46818;BEZIMST-916;ALT10IMST-7;INLAND;m;3;728
46819;BEZIMST-916;ALT10IMST-7;INLAND;m;2;156
46820;BEZIMST-916;ALT10IMST-7;INLAND;m;0;345
46821;BEZIMST-916;ALT10IMST-7;INLAND;f;1;2269
46822;BEZIMST-916;ALT10IMST-7;INLAND;f;3;712
46823;BEZIMST-916;ALT10IMST-7;INLAND;f;2;153
46824;BEZIMST-916;ALT10IMST-7;INLAND;f;0;353
46825;BEZIMST-916;ALT10IMST-7;AUSLAND;m;1;1442
46826;BEZIMST-916;ALT10IMST-7;AUSLAND;m;3;359
46827;BEZIMST-916;ALT10IMST-7;AUSLAND;m;2;306
46828;BEZIMST-916;ALT10IMST-7;AUSLAND;m;0;828
46829;BEZIMST-916;ALT10IMST-7;AUSLAND;f;1;1322
46830;BEZIMST-916;ALT10IMST-7;AUSLAND;f;3;404
46831;BEZIMST-916;ALT10IMST-7;AUSLAND;f;2;395
46832;BEZIMST-916;ALT10IMST-7;AUSLAND;f;0;701
46833;BEZIMST-916;ALT10IMST-8;INLAND;m;1;1571
46834;BEZIMST-916;ALT10IMST-8;INLAND;m;3;351
46835;BEZIMST-916;ALT10IMST-8;INLAND;m;2;47
46836;BEZIMST-916;ALT10IMST-8;INLAND;m;0;246
46837;BEZIMST-916;ALT10IMST-8;INLAND;f;1;1805
46838;BEZIMST-916;ALT10IMST-8;INLAND;f;3;450
46839;BEZIMST-916;ALT10IMST-8;INLAND;f;2;63
46840;BEZIMST-916;ALT10IMST-8;INLAND;f;0;224
46841;BEZIMST-916;ALT10IMST-8;AUSLAND;m;1;917
46842;BEZIMST-916;ALT10IMST-8;AUSLAND;m;3;140
46843;BEZIMST-916;ALT10IMST-8;AUSLAND;m;2;118
46844;BEZIMST-916;ALT10IMST-8;AUSLAND;m;0;728
46845;BEZIMST-916;ALT10IMST-8;AUSLAND;f;1;1037
46846;BEZIMST-916;ALT10IMST-8;AUSLAND;f;3;184
46847;BEZIMST-916;ALT10IMST-8;AUSLAND;f;2;151
46848;BEZIMST-916;ALT10IMST-8;AUSLAND;f;0;807
46849;BEZIMST-916;ALT10IMST-9;INLAND;m;1;1353
46850;BEZIMST-916;ALT10IMST-9;INLAND;m;3;286
46851;BEZIMST-916;ALT10IMST-9;INLAND;m;2;22
46852;BEZIMST-916;ALT10IMST-9;INLAND;m;0;117
46853;BEZIMST-916;ALT10IMST-9;INLAND;f;1;2049
46854;BEZIMST-916;ALT10IMST-9;INLAND;f;3;363
46855;BEZIMST-916;ALT10IMST-9;INLAND;f;2;42
46856;BEZIMST-916;ALT10IMST-9;INLAND;f;0;234
46857;BEZIMST-916;ALT10IMST-9;AUSLAND;m;1;359
46858;BEZIMST-916;ALT10IMST-9;AUSLAND;m;3;63
46859;BEZIMST-916;ALT10IMST-9;AUSLAND;m;2;32
46860;BEZIMST-916;ALT10IMST-9;AUSLAND;m;0;216
46861;BEZIMST-916;ALT10IMST-9;AUSLAND;f;1;439
46862;BEZIMST-916;ALT10IMST-9;AUSLAND;f;3;89
46863;BEZIMST-916;ALT10IMST-9;AUSLAND;f;2;50
46864;BEZIMST-916;ALT10IMST-9;AUSLAND;f;0;268
46865;BEZIMST-916;ALT10IMST-10;INLAND;m;1;349
46866;BEZIMST-916;ALT10IMST-10;INLAND;m;3;91
46867;BEZIMST-916;ALT10IMST-10;INLAND;m;2;7
46868;BEZIMST-916;ALT10IMST-10;INLAND;m;0;33
46869;BEZIMST-916;ALT10IMST-10;INLAND;f;1;740
46870;BEZIMST-916;ALT10IMST-10;INLAND;f;3;131
46871;BEZIMST-916;ALT10IMST-10;INLAND;f;2;33
46872;BEZIMST-916;ALT10IMST-10;INLAND;f;0;148
46873;BEZIMST-916;ALT10IMST-10;AUSLAND;m;1;55
46874;BEZIMST-916;ALT10IMST-10;AUSLAND;m;3;11
46875;BEZIMST-916;ALT10IMST-10;AUSLAND;m;2;4
46876;BEZIMST-916;ALT10IMST-10;AUSLAND;m;0;21
46877;BEZIMST-916;ALT10IMST-10;AUSLAND;f;1;114
46878;BEZIMST-916;ALT10IMST-10;AUSLAND;f;3;17
46879;BEZIMST-916;ALT10IMST-10;AUSLAND;f;2;11
46880;BEZIMST-916;ALT10IMST-10;AUSLAND;f;0;57
47166;BEZIMST-917;ALT10IMST-1;INLAND;m;1;23
47167;BEZIMST-917;ALT10IMST-1;INLAND;m;3;10
47168;BEZIMST-917;ALT10IMST-1;INLAND;m;2;226
47169;BEZIMST-917;ALT10IMST-1;INLAND;m;0;851
47170;BEZIMST-917;ALT10IMST-1;INLAND;f;1;7
47171;BEZIMST-917;ALT10IMST-1;INLAND;f;3;4
47172;BEZIMST-917;ALT10IMST-1;INLAND;f;2;230
47173;BEZIMST-917;ALT10IMST-1;INLAND;f;0;870
47174;BEZIMST-917;ALT10IMST-1;AUSLAND;m;3;1
47175;BEZIMST-917;ALT10IMST-1;AUSLAND;m;2;5
47176;BEZIMST-917;ALT10IMST-1;AUSLAND;m;0;22
47177;BEZIMST-917;ALT10IMST-1;AUSLAND;f;2;2
47178;BEZIMST-917;ALT10IMST-1;AUSLAND;f;0;25
47179;BEZIMST-917;ALT10IMST-2;INLAND;m;1;436
47180;BEZIMST-917;ALT10IMST-2;INLAND;m;3;411
47181;BEZIMST-917;ALT10IMST-2;INLAND;m;2;739
47182;BEZIMST-917;ALT10IMST-2;INLAND;m;0;577
47183;BEZIMST-917;ALT10IMST-2;INLAND;f;1;381
47184;BEZIMST-917;ALT10IMST-2;INLAND;f;3;336
47185;BEZIMST-917;ALT10IMST-2;INLAND;f;2;637
47186;BEZIMST-917;ALT10IMST-2;INLAND;f;0;540
47187;BEZIMST-917;ALT10IMST-2;AUSLAND;m;1;60
47188;BEZIMST-917;ALT10IMST-2;AUSLAND;m;3;35
47189;BEZIMST-917;ALT10IMST-2;AUSLAND;m;2;178
47190;BEZIMST-917;ALT10IMST-2;AUSLAND;m;0;168
47191;BEZIMST-917;ALT10IMST-2;AUSLAND;f;1;48
47192;BEZIMST-917;ALT10IMST-2;AUSLAND;f;3;20
47193;BEZIMST-917;ALT10IMST-2;AUSLAND;f;2;168
47194;BEZIMST-917;ALT10IMST-2;AUSLAND;f;0;137
47195;BEZIMST-917;ALT10IMST-3;INLAND;m;1;654
47196;BEZIMST-917;ALT10IMST-3;INLAND;m;3;478
47197;BEZIMST-917;ALT10IMST-3;INLAND;m;2;391
47198;BEZIMST-917;ALT10IMST-3;INLAND;m;0;243
47199;BEZIMST-917;ALT10IMST-3;INLAND;f;1;700
47200;BEZIMST-917;ALT10IMST-3;INLAND;f;3;621
47201;BEZIMST-917;ALT10IMST-3;INLAND;f;2;365
47202;BEZIMST-917;ALT10IMST-3;INLAND;f;0;228
47203;BEZIMST-917;ALT10IMST-3;AUSLAND;m;1;270
47204;BEZIMST-917;ALT10IMST-3;AUSLAND;m;3;101
47205;BEZIMST-917;ALT10IMST-3;AUSLAND;m;2;185
47206;BEZIMST-917;ALT10IMST-3;AUSLAND;m;0;275
47207;BEZIMST-917;ALT10IMST-3;AUSLAND;f;1;245
47208;BEZIMST-917;ALT10IMST-3;AUSLAND;f;3;130
47209;BEZIMST-917;ALT10IMST-3;AUSLAND;f;2;186
47210;BEZIMST-917;ALT10IMST-3;AUSLAND;f;0;235
47211;BEZIMST-917;ALT10IMST-4;INLAND;m;1;985
47212;BEZIMST-917;ALT10IMST-4;INLAND;m;3;822
47213;BEZIMST-917;ALT10IMST-4;INLAND;m;2;325
47214;BEZIMST-917;ALT10IMST-4;INLAND;m;0;286
47215;BEZIMST-917;ALT10IMST-4;INLAND;f;1;1049
47216;BEZIMST-917;ALT10IMST-4;INLAND;f;3;994
47217;BEZIMST-917;ALT10IMST-4;INLAND;f;2;307
47218;BEZIMST-917;ALT10IMST-4;INLAND;f;0;205
47219;BEZIMST-917;ALT10IMST-4;AUSLAND;m;1;621
47220;BEZIMST-917;ALT10IMST-4;AUSLAND;m;3;294
47221;BEZIMST-917;ALT10IMST-4;AUSLAND;m;2;312
47222;BEZIMST-917;ALT10IMST-4;AUSLAND;m;0;612
47223;BEZIMST-917;ALT10IMST-4;AUSLAND;f;1;616
47224;BEZIMST-917;ALT10IMST-4;AUSLAND;f;3;401
47225;BEZIMST-917;ALT10IMST-4;AUSLAND;f;2;362
47226;BEZIMST-917;ALT10IMST-4;AUSLAND;f;0;477
47227;BEZIMST-917;ALT10IMST-5;INLAND;m;1;950
47228;BEZIMST-917;ALT10IMST-5;INLAND;m;3;630
47229;BEZIMST-917;ALT10IMST-5;INLAND;m;2;211
47230;BEZIMST-917;ALT10IMST-5;INLAND;m;0;201
47231;BEZIMST-917;ALT10IMST-5;INLAND;f;1;856
47232;BEZIMST-917;ALT10IMST-5;INLAND;f;3;735
47233;BEZIMST-917;ALT10IMST-5;INLAND;f;2;225
47234;BEZIMST-917;ALT10IMST-5;INLAND;f;0;173
47235;BEZIMST-917;ALT10IMST-5;AUSLAND;m;1;721
47236;BEZIMST-917;ALT10IMST-5;AUSLAND;m;3;290
47237;BEZIMST-917;ALT10IMST-5;AUSLAND;m;2;353
47238;BEZIMST-917;ALT10IMST-5;AUSLAND;m;0;560
47239;BEZIMST-917;ALT10IMST-5;AUSLAND;f;1;742
47240;BEZIMST-917;ALT10IMST-5;AUSLAND;f;3;414
47241;BEZIMST-917;ALT10IMST-5;AUSLAND;f;2;419
47242;BEZIMST-917;ALT10IMST-5;AUSLAND;f;0;424
47243;BEZIMST-917;ALT10IMST-6;INLAND;m;1;1030
47244;BEZIMST-917;ALT10IMST-6;INLAND;m;3;562
47245;BEZIMST-917;ALT10IMST-6;INLAND;m;2;129
47246;BEZIMST-917;ALT10IMST-6;INLAND;m;0;219
47247;BEZIMST-917;ALT10IMST-6;INLAND;f;1;1019
47248;BEZIMST-917;ALT10IMST-6;INLAND;f;3;565
47249;BEZIMST-917;ALT10IMST-6;INLAND;f;2;154
47250;BEZIMST-917;ALT10IMST-6;INLAND;f;0;164
47251;BEZIMST-917;ALT10IMST-6;AUSLAND;m;1;704
47252;BEZIMST-917;ALT10IMST-6;AUSLAND;m;3;235
47253;BEZIMST-917;ALT10IMST-6;AUSLAND;m;2;244
47254;BEZIMST-917;ALT10IMST-6;AUSLAND;m;0;523
47255;BEZIMST-917;ALT10IMST-6;AUSLAND;f;1;727
47256;BEZIMST-917;ALT10IMST-6;AUSLAND;f;3;354
47257;BEZIMST-917;ALT10IMST-6;AUSLAND;f;2;315
47258;BEZIMST-917;ALT10IMST-6;AUSLAND;f;0;357
47259;BEZIMST-917;ALT10IMST-7;INLAND;m;1;1230
47260;BEZIMST-917;ALT10IMST-7;INLAND;m;3;424
47261;BEZIMST-917;ALT10IMST-7;INLAND;m;2;80
47262;BEZIMST-917;ALT10IMST-7;INLAND;m;0;172
47263;BEZIMST-917;ALT10IMST-7;INLAND;f;1;1362
47264;BEZIMST-917;ALT10IMST-7;INLAND;f;3;402
47265;BEZIMST-917;ALT10IMST-7;INLAND;f;2;88
47266;BEZIMST-917;ALT10IMST-7;INLAND;f;0;169
47267;BEZIMST-917;ALT10IMST-7;AUSLAND;m;1;672
47268;BEZIMST-917;ALT10IMST-7;AUSLAND;m;3;167
47269;BEZIMST-917;ALT10IMST-7;AUSLAND;m;2;147
47270;BEZIMST-917;ALT10IMST-7;AUSLAND;m;0;408
47271;BEZIMST-917;ALT10IMST-7;AUSLAND;f;1;660
47272;BEZIMST-917;ALT10IMST-7;AUSLAND;f;3;193
47273;BEZIMST-917;ALT10IMST-7;AUSLAND;f;2;140
47274;BEZIMST-917;ALT10IMST-7;AUSLAND;f;0;396
47275;BEZIMST-917;ALT10IMST-8;INLAND;m;1;905
47276;BEZIMST-917;ALT10IMST-8;INLAND;m;3;220
47277;BEZIMST-917;ALT10IMST-8;INLAND;m;2;35
47278;BEZIMST-917;ALT10IMST-8;INLAND;m;0;125
47279;BEZIMST-917;ALT10IMST-8;INLAND;f;1;1166
47280;BEZIMST-917;ALT10IMST-8;INLAND;f;3;211
47281;BEZIMST-917;ALT10IMST-8;INLAND;f;2;41
47282;BEZIMST-917;ALT10IMST-8;INLAND;f;0;172
