C-BEZIMST-0;C-ALTGRIMST-0;C-GLIMST-0;C-C11-0;C-IMST-0;F-DATA
B00-7;ALT10IMST-1;GLIMST-1;C11-2;IMST-4;13442
B00-7;ALT10IMST-1;GLIMST-2;C11-1;IMST-3;39
B00-7;ALT10IMST-1;GLIMST-2;C11-1;IMST-4;212
B00-7;ALT10IMST-1;GLIMST-2;C11-2;IMST-3;30
B00-7;ALT10IMST-1;GLIMST-2;C11-2;IMST-4;190
B00-7;ALT10IMST-2;GLIMST-1;C11-1;IMST-1;4517
B00-7;ALT10IMST-2;GLIMST-1;C11-1;IMST-2;3800
B00-7;ALT10IMST-2;GLIMST-1;C11-1;IMST-3;13863
B00-7;ALT10IMST-2;GLIMST-1;C11-1;IMST-4;11734
B00-7;ALT10IMST-2;GLIMST-1;C11-2;IMST-1;4313
B00-7;ALT10IMST-2;GLIMST-1;C11-2;IMST-2;3544
B00-7;ALT10IMST-2;GLIMST-1;C11-2;IMST-3;12946
B00-7;ALT10IMST-2;GLIMST-1;C11-2;IMST-4;11151
B00-7;ALT10IMST-2;GLIMST-2;C11-1;IMST-1;333
B00-7;ALT10IMST-2;GLIMST-2;C11-1;IMST-2;234
B00-7;ALT10IMST-2;GLIMST-2;C11-1;IMST-3;1146
B00-7;ALT10IMST-2;GLIMST-2;C11-1;IMST-4;1152
B00-7;ALT10IMST-2;GLIMST-2;C11-2;IMST-1;331
B00-7;ALT10IMST-2;GLIMST-2;C11-2;IMST-2;193
B00-7;ALT10IMST-2;GLIMST-2;C11-2;IMST-3;1026
B00-7;ALT10IMST-2;GLIMST-2;C11-2;IMST-4;1235
B00-7;ALT10IMST-3;GLIMST-1;C11-1;IMST-1;12252
B00-7;ALT10IMST-3;GLIMST-1;C11-1;IMST-2;6558
B00-7;ALT10IMST-3;GLIMST-1;C11-1;IMST-3;8628
B00-7;ALT10IMST-3;GLIMST-1;C11-1;IMST-4;5924
B00-7;ALT10IMST-3;GLIMST-1;C11-2;IMST-1;10926
B00-7;ALT10IMST-3;GLIMST-1;C11-2;IMST-2;8032
B00-7;ALT10IMST-3;GLIMST-1;C11-2;IMST-3;8468
B00-7;ALT10IMST-3;GLIMST-1;C11-2;IMST-4;4333
B00-7;ALT10IMST-3;GLIMST-2;C11-1;IMST-1;1436
B00-7;ALT10IMST-3;GLIMST-2;C11-1;IMST-2;591
B00-7;ALT10IMST-3;GLIMST-2;C11-1;IMST-3;1049
B00-7;ALT10IMST-3;GLIMST-2;C11-1;IMST-4;1542
B00-7;ALT10IMST-3;GLIMST-2;C11-2;IMST-1;1285
B00-7;ALT10IMST-3;GLIMST-2;C11-2;IMST-2;622
B00-7;ALT10IMST-3;GLIMST-2;C11-2;IMST-3;1125
B00-7;ALT10IMST-3;GLIMST-2;C11-2;IMST-4;1325
B00-7;ALT10IMST-4;GLIMST-1;C11-1;IMST-1;15324
B00-7;ALT10IMST-4;GLIMST-1;C11-1;IMST-2;7719
B00-7;ALT10IMST-4;GLIMST-1;C11-1;IMST-3;7783
B00-7;ALT10IMST-4;GLIMST-1;C11-1;IMST-4;7050
B00-7;ALT10IMST-4;GLIMST-1;C11-2;IMST-1;13213
B00-7;ALT10IMST-4;GLIMST-1;C11-2;IMST-2;9030
B00-7;ALT10IMST-4;GLIMST-1;C11-2;IMST-3;8661
B00-7;ALT10IMST-4;GLIMST-1;C11-2;IMST-4;5785
B00-7;ALT10IMST-4;GLIMST-2;C11-1;IMST-1;4464
B00-7;ALT10IMST-4;GLIMST-2;C11-1;IMST-2;1881
B00-7;ALT10IMST-4;GLIMST-2;C11-1;IMST-3;2336
B00-7;ALT10IMST-4;GLIMST-2;C11-1;IMST-4;3594
B00-7;ALT10IMST-4;GLIMST-2;C11-2;IMST-1;3912
B00-7;ALT10IMST-4;GLIMST-2;C11-2;IMST-2;2101
B00-7;ALT10IMST-4;GLIMST-2;C11-2;IMST-3;2646
B00-7;ALT10IMST-4;GLIMST-2;C11-2;IMST-4;3046
B00-7;ALT10IMST-5;GLIMST-1;C11-1;IMST-1;15058
B00-7;ALT10IMST-5;GLIMST-1;C11-1;IMST-2;7887
B00-7;ALT10IMST-5;GLIMST-1;C11-1;IMST-3;6320
B00-7;ALT10IMST-5;GLIMST-1;C11-1;IMST-4;5932
B00-7;ALT10IMST-5;GLIMST-1;C11-2;IMST-1;13393
B00-7;ALT10IMST-5;GLIMST-1;C11-2;IMST-2;9601
B00-7;ALT10IMST-5;GLIMST-1;C11-2;IMST-3;7182
B00-7;ALT10IMST-5;GLIMST-1;C11-2;IMST-4;4721
B00-7;ALT10IMST-5;GLIMST-2;C11-1;IMST-1;5410
B00-7;ALT10IMST-5;GLIMST-2;C11-1;IMST-2;2057
B00-7;ALT10IMST-5;GLIMST-2;C11-1;IMST-3;2382
B00-7;ALT10IMST-5;GLIMST-2;C11-1;IMST-4;3230
B00-7;ALT10IMST-5;GLIMST-2;C11-2;IMST-1;5177
B00-7;ALT10IMST-5;GLIMST-2;C11-2;IMST-2;2790
B00-7;ALT10IMST-5;GLIMST-2;C11-2;IMST-3;2976
B00-7;ALT10IMST-5;GLIMST-2;C11-2;IMST-4;2918
B00-7;ALT10IMST-6;GLIMST-1;C11-1;IMST-1;20833
B00-7;ALT10IMST-6;GLIMST-1;C11-1;IMST-2;8364
B00-7;ALT10IMST-6;GLIMST-1;C11-1;IMST-3;5187
B00-7;ALT10IMST-6;GLIMST-1;C11-1;IMST-4;5855
B00-7;ALT10IMST-6;GLIMST-1;C11-2;IMST-1;19563
B00-7;ALT10IMST-6;GLIMST-1;C11-2;IMST-2;9817
B00-7;ALT10IMST-6;GLIMST-1;C11-2;IMST-3;5867
B00-7;ALT10IMST-6;GLIMST-1;C11-2;IMST-4;5089
B00-7;ALT10IMST-6;GLIMST-2;C11-1;IMST-1;5307
B00-7;ALT10IMST-6;GLIMST-2;C11-1;IMST-2;1555
B00-7;ALT10IMST-6;GLIMST-2;C11-1;IMST-3;1600
B00-7;ALT10IMST-6;GLIMST-2;C11-1;IMST-4;2518
B00-7;ALT10IMST-6;GLIMST-2;C11-2;IMST-1;5508
B00-7;ALT10IMST-6;GLIMST-2;C11-2;IMST-2;2154
B00-7;ALT10IMST-6;GLIMST-2;C11-2;IMST-3;2042
B00-7;ALT10IMST-6;GLIMST-2;C11-2;IMST-4;2341
B00-7;ALT10IMST-7;GLIMST-1;C11-1;IMST-1;27558
B00-7;ALT10IMST-7;GLIMST-1;C11-1;IMST-2;8083
B00-7;ALT10IMST-7;GLIMST-1;C11-1;IMST-3;3663
B00-7;ALT10IMST-7;GLIMST-1;C11-1;IMST-4;5927
B00-7;ALT10IMST-7;GLIMST-1;C11-2;IMST-1;27599
B00-7;ALT10IMST-7;GLIMST-1;C11-2;IMST-2;8617
B00-7;ALT10IMST-7;GLIMST-1;C11-2;IMST-3;4357
B00-7;ALT10IMST-7;GLIMST-1;C11-2;IMST-4;5769
B00-7;ALT10IMST-7;GLIMST-2;C11-1;IMST-1;4859
B00-7;ALT10IMST-7;GLIMST-2;C11-1;IMST-2;1195
B00-7;ALT10IMST-7;GLIMST-2;C11-1;IMST-3;852
B00-7;ALT10IMST-7;GLIMST-2;C11-1;IMST-4;1851
B00-7;ALT10IMST-7;GLIMST-2;C11-2;IMST-1;4848
B00-7;ALT10IMST-7;GLIMST-2;C11-2;IMST-2;1283
B00-7;ALT10IMST-7;GLIMST-2;C11-2;IMST-3;969
B00-7;ALT10IMST-7;GLIMST-2;C11-2;IMST-4;1870
B00-7;ALT10IMST-8;GLIMST-1;C11-1;IMST-1;20596
B00-7;ALT10IMST-8;GLIMST-1;C11-1;IMST-2;4602
B00-7;ALT10IMST-8;GLIMST-1;C11-1;IMST-3;1228
B00-7;ALT10IMST-8;GLIMST-1;C11-1;IMST-4;3050
B00-7;ALT10IMST-8;GLIMST-1;C11-2;IMST-1;22482
B00-7;ALT10IMST-8;GLIMST-1;C11-2;IMST-2;4825
B00-7;ALT10IMST-8;GLIMST-1;C11-2;IMST-3;1561
B00-7;ALT10IMST-8;GLIMST-1;C11-2;IMST-4;3654
B00-7;ALT10IMST-8;GLIMST-2;C11-1;IMST-1;2613
B00-7;ALT10IMST-8;GLIMST-2;C11-1;IMST-2;425
B00-7;ALT10IMST-8;GLIMST-2;C11-1;IMST-3;239
B00-7;ALT10IMST-8;GLIMST-2;C11-1;IMST-4;1075
B00-7;ALT10IMST-8;GLIMST-2;C11-2;IMST-1;3641
B00-7;ALT10IMST-8;GLIMST-2;C11-2;IMST-2;584
B00-7;ALT10IMST-8;GLIMST-2;C11-2;IMST-3;313
B00-7;ALT10IMST-8;GLIMST-2;C11-2;IMST-4;1349
B00-7;ALT10IMST-9;GLIMST-1;C11-1;IMST-1;14793
B00-7;ALT10IMST-9;GLIMST-1;C11-1;IMST-2;3205
B00-7;ALT10IMST-9;GLIMST-1;C11-1;IMST-3;464
B00-7;ALT10IMST-9;GLIMST-1;C11-1;IMST-4;1590
B00-7;ALT10IMST-9;GLIMST-1;C11-2;IMST-1;18564
B00-7;ALT10IMST-9;GLIMST-1;C11-2;IMST-2;3439
B00-7;ALT10IMST-9;GLIMST-1;C11-2;IMST-3;671
B00-7;ALT10IMST-9;GLIMST-1;C11-2;IMST-4;2447
B00-7;ALT10IMST-9;GLIMST-2;C11-1;IMST-1;1903
B00-7;ALT10IMST-9;GLIMST-2;C11-1;IMST-2;364
B00-7;ALT10IMST-9;GLIMST-2;C11-1;IMST-3;87
B00-7;ALT10IMST-9;GLIMST-2;C11-1;IMST-4;399
B00-7;ALT10IMST-9;GLIMST-2;C11-2;IMST-1;2951
B00-7;ALT10IMST-9;GLIMST-2;C11-2;IMST-2;481
B00-7;ALT10IMST-9;GLIMST-2;C11-2;IMST-3;118
B00-7;ALT10IMST-9;GLIMST-2;C11-2;IMST-4;607
B00-7;ALT10IMST-10;GLIMST-1;C11-1;IMST-1;4460
B00-7;ALT10IMST-10;GLIMST-1;C11-1;IMST-2;1040
B00-7;ALT10IMST-10;GLIMST-1;C11-1;IMST-3;206
B00-7;ALT10IMST-10;GLIMST-1;C11-1;IMST-4;596
B00-7;ALT10IMST-10;GLIMST-1;C11-2;IMST-1;7431
B00-7;ALT10IMST-10;GLIMST-1;C11-2;IMST-2;1594
B00-7;ALT10IMST-10;GLIMST-1;C11-2;IMST-3;389
B00-7;ALT10IMST-10;GLIMST-1;C11-2;IMST-4;1371
B00-7;ALT10IMST-10;GLIMST-2;C11-1;IMST-1;685
B00-7;ALT10IMST-10;GLIMST-2;C11-1;IMST-2;117
B00-7;ALT10IMST-10;GLIMST-2;C11-1;IMST-3;21
B00-7;ALT10IMST-10;GLIMST-2;C11-1;IMST-4;92
B00-7;ALT10IMST-10;GLIMST-2;C11-2;IMST-1;1246
B00-7;ALT10IMST-10;GLIMST-2;C11-2;IMST-2;246
B00-7;ALT10IMST-10;GLIMST-2;C11-2;IMST-3;69
B00-7;ALT10IMST-10;GLIMST-2;C11-2;IMST-4;280
B00-8;ALTGRIMST-1;GLIMST-1;C11-1;IMST-1;8
B00-8;ALTGRIMST-1;GLIMST-1;C11-1;IMST-2;3
B00-8;ALTGRIMST-1;GLIMST-1;C11-1;IMST-3;2214
B00-8;ALTGRIMST-1;GLIMST-1;C11-1;IMST-4;7306
B00-8;ALTGRIMST-1;GLIMST-1;C11-2;IMST-1;11
B00-8;ALTGRIMST-1;GLIMST-1;C11-2;IMST-2;2
B00-8;ALTGRIMST-1;GLIMST-1;C11-2;IMST-3;2082
B00-8;ALTGRIMST-1;GLIMST-1;C11-2;IMST-4;6790
B00-8;ALTGRIMST-1;GLIMST-2;C11-1;IMST-1;1
B00-8;ALTGRIMST-1;GLIMST-2;C11-1;IMST-3;55
B00-8;ALTGRIMST-1;GLIMST-2;C11-1;IMST-4;196
B00-8;ALTGRIMST-1;GLIMST-2;C11-2;IMST-3;50
B00-8;ALTGRIMST-1;GLIMST-2;C11-2;IMST-4;188
B00-8;ALTGRIMST-2;GLIMST-1;C11-1;IMST-1;706
B00-8;ALTGRIMST-2;GLIMST-1;C11-1;IMST-2;595
B00-8;ALTGRIMST-2;GLIMST-1;C11-1;IMST-3;4497
B00-8;ALTGRIMST-2;GLIMST-1;C11-1;IMST-4;4055
B00-8;ALTGRIMST-2;GLIMST-1;C11-2;IMST-1;631
B00-8;ALTGRIMST-2;GLIMST-1;C11-2;IMST-2;564
B00-8;ALTGRIMST-2;GLIMST-1;C11-2;IMST-3;4245
B00-8;ALTGRIMST-2;GLIMST-1;C11-2;IMST-4;3857
B00-8;ALTGRIMST-2;GLIMST-2;C11-1;IMST-1;61
B00-8;ALTGRIMST-2;GLIMST-2;C11-1;IMST-2;52
B00-8;ALTGRIMST-2;GLIMST-2;C11-1;IMST-3;358
B00-8;ALTGRIMST-2;GLIMST-2;C11-1;IMST-4;391
B00-8;ALTGRIMST-2;GLIMST-2;C11-2;IMST-1;34
B00-8;ALTGRIMST-2;GLIMST-2;C11-2;IMST-2;28
B00-8;ALTGRIMST-2;GLIMST-2;C11-2;IMST-3;355
B00-8;ALTGRIMST-2;GLIMST-2;C11-2;IMST-4;384
B00-8;ALTGRIMST-3;GLIMST-1;C11-1;IMST-1;1487
B00-8;ALTGRIMST-3;GLIMST-1;C11-1;IMST-2;1275
B00-8;ALTGRIMST-3;GLIMST-1;C11-1;IMST-3;4126
B00-8;ALTGRIMST-3;GLIMST-1;C11-1;IMST-4;2381
B00-8;ALTGRIMST-3;GLIMST-1;C11-2;IMST-1;1411
B00-8;ALTGRIMST-3;GLIMST-1;C11-2;IMST-2;1322
B00-8;ALTGRIMST-3;GLIMST-1;C11-2;IMST-3;3981
B00-8;ALTGRIMST-3;GLIMST-1;C11-2;IMST-4;2156
B00-8;ALTGRIMST-3;GLIMST-2;C11-1;IMST-1;155
B00-8;ALTGRIMST-3;GLIMST-2;C11-1;IMST-2;136
B00-8;ALTGRIMST-3;GLIMST-2;C11-1;IMST-3;528
B00-8;ALTGRIMST-3;GLIMST-2;C11-1;IMST-4;394
B00-8;ALTGRIMST-3;GLIMST-2;C11-2;IMST-1;138
B00-8;ALTGRIMST-3;GLIMST-2;C11-2;IMST-2;135
B00-8;ALTGRIMST-3;GLIMST-2;C11-2;IMST-3;503
B00-8;ALTGRIMST-3;GLIMST-2;C11-2;IMST-4;352
B00-8;ALTGRIMST-4;GLIMST-1;C11-1;IMST-1;3104
B00-8;ALTGRIMST-4;GLIMST-1;C11-1;IMST-2;2226
B00-8;ALTGRIMST-4;GLIMST-1;C11-1;IMST-3;2580
B00-8;ALTGRIMST-4;GLIMST-1;C11-1;IMST-4;1471
B00-8;ALTGRIMST-4;GLIMST-1;C11-2;IMST-1;2652
B00-8;ALTGRIMST-4;GLIMST-1;C11-2;IMST-2;2705
B00-8;ALTGRIMST-4;GLIMST-1;C11-2;IMST-3;2474
B00-8;ALTGRIMST-4;GLIMST-1;C11-2;IMST-4;1177
B00-8;ALTGRIMST-4;GLIMST-2;C11-1;IMST-1;370
B00-8;ALTGRIMST-4;GLIMST-2;C11-1;IMST-2;235
B00-8;ALTGRIMST-4;GLIMST-2;C11-1;IMST-3;335
B00-8;ALTGRIMST-4;GLIMST-2;C11-1;IMST-4;334
B00-8;ALTGRIMST-4;GLIMST-2;C11-2;IMST-1;310
B00-8;ALTGRIMST-4;GLIMST-2;C11-2;IMST-2;274
B00-8;ALTGRIMST-4;GLIMST-2;C11-2;IMST-3;347
B00-8;ALTGRIMST-4;GLIMST-2;C11-2;IMST-4;248
B00-8;ALTGRIMST-5;GLIMST-1;C11-1;IMST-1;3258
B00-8;ALTGRIMST-5;GLIMST-1;C11-1;IMST-2;1969
B00-8;ALTGRIMST-5;GLIMST-1;C11-1;IMST-3;1841
B00-8;ALTGRIMST-5;GLIMST-1;C11-1;IMST-4;1529
B00-8;ALTGRIMST-5;GLIMST-1;C11-2;IMST-1;2883
B00-8;ALTGRIMST-5;GLIMST-1;C11-2;IMST-2;2181
B00-8;ALTGRIMST-5;GLIMST-1;C11-2;IMST-3;1821
B00-8;ALTGRIMST-5;GLIMST-1;C11-2;IMST-4;1162
B00-8;ALTGRIMST-5;GLIMST-2;C11-1;IMST-1;635
B00-8;ALTGRIMST-5;GLIMST-2;C11-1;IMST-2;231
B00-8;ALTGRIMST-5;GLIMST-2;C11-1;IMST-3;378
B00-8;ALTGRIMST-5;GLIMST-2;C11-1;IMST-4;589
B00-8;ALTGRIMST-5;GLIMST-2;C11-2;IMST-1;427
B00-8;ALTGRIMST-5;GLIMST-2;C11-2;IMST-2;210
B00-8;ALTGRIMST-5;GLIMST-2;C11-2;IMST-3;323
B00-8;ALTGRIMST-5;GLIMST-2;C11-2;IMST-4;349
B00-8;ALTGRIMST-6;GLIMST-1;C11-1;IMST-1;3403
B00-8;ALTGRIMST-6;GLIMST-1;C11-1;IMST-2;2087
B00-8;ALTGRIMST-6;GLIMST-1;C11-1;IMST-3;1988
B00-8;ALTGRIMST-6;GLIMST-1;C11-1;IMST-4;1894
B00-8;ALTGRIMST-6;GLIMST-1;C11-2;IMST-1;2933
B00-8;ALTGRIMST-6;GLIMST-1;C11-2;IMST-2;2420
B00-8;ALTGRIMST-6;GLIMST-1;C11-2;IMST-3;2131
B00-8;ALTGRIMST-6;GLIMST-1;C11-2;IMST-4;1470
B00-8;ALTGRIMST-6;GLIMST-2;C11-1;IMST-1;879
B00-8;ALTGRIMST-6;GLIMST-2;C11-1;IMST-2;317
B00-8;ALTGRIMST-6;GLIMST-2;C11-1;IMST-3;485
B00-8;ALTGRIMST-6;GLIMST-2;C11-1;IMST-4;778
B00-8;ALTGRIMST-6;GLIMST-2;C11-2;IMST-1;682
B00-8;ALTGRIMST-6;GLIMST-2;C11-2;IMST-2;315
B00-8;ALTGRIMST-6;GLIMST-2;C11-2;IMST-3;585
B00-8;ALTGRIMST-6;GLIMST-2;C11-2;IMST-4;669
B00-8;ALTGRIMST-7;GLIMST-1;C11-1;IMST-1;3371
B00-8;ALTGRIMST-7;GLIMST-1;C11-1;IMST-2;2025
B00-8;ALTGRIMST-7;GLIMST-1;C11-1;IMST-3;1849
B00-8;ALTGRIMST-7;GLIMST-1;C11-1;IMST-4;1762
B00-8;ALTGRIMST-7;GLIMST-1;C11-2;IMST-1;2937
B00-8;ALTGRIMST-7;GLIMST-1;C11-2;IMST-2;2230
B00-8;ALTGRIMST-7;GLIMST-1;C11-2;IMST-3;2126
B00-8;ALTGRIMST-7;GLIMST-1;C11-2;IMST-4;1542
B00-8;ALTGRIMST-7;GLIMST-2;C11-1;IMST-1;1253
B00-8;ALTGRIMST-7;GLIMST-2;C11-1;IMST-2;531
B00-8;ALTGRIMST-7;GLIMST-2;C11-1;IMST-3;708
B00-8;ALTGRIMST-7;GLIMST-2;C11-1;IMST-4;973
B00-8;ALTGRIMST-7;GLIMST-2;C11-2;IMST-1;1132
B00-8;ALTGRIMST-7;GLIMST-2;C11-2;IMST-2;643
B00-8;ALTGRIMST-7;GLIMST-2;C11-2;IMST-3;928
B00-8;ALTGRIMST-7;GLIMST-2;C11-2;IMST-4;872
B00-8;ALTGRIMST-8;GLIMST-1;C11-1;IMST-1;3502
B00-8;ALTGRIMST-8;GLIMST-1;C11-1;IMST-2;2136
B00-8;ALTGRIMST-8;GLIMST-1;C11-1;IMST-3;1714
B00-8;ALTGRIMST-8;GLIMST-1;C11-1;IMST-4;1659
B00-8;ALTGRIMST-8;GLIMST-1;C11-2;IMST-1;3011
B00-8;ALTGRIMST-8;GLIMST-1;C11-2;IMST-2;2450
B00-8;ALTGRIMST-8;GLIMST-1;C11-2;IMST-3;2020
B00-8;ALTGRIMST-8;GLIMST-1;C11-2;IMST-4;1330
B00-8;ALTGRIMST-8;GLIMST-2;C11-1;IMST-1;1496
B00-8;ALTGRIMST-8;GLIMST-2;C11-1;IMST-2;633
B00-8;ALTGRIMST-8;GLIMST-2;C11-1;IMST-3;814
B00-8;ALTGRIMST-8;GLIMST-2;C11-1;IMST-4;936
B00-8;ALTGRIMST-8;GLIMST-2;C11-2;IMST-1;1420
B00-8;ALTGRIMST-8;GLIMST-2;C11-2;IMST-2;820
B00-8;ALTGRIMST-8;GLIMST-2;C11-2;IMST-3;1029
B00-8;ALTGRIMST-8;GLIMST-2;C11-2;IMST-4;941
B00-8;ALTGRIMST-9;GLIMST-1;C11-1;IMST-1;3678
B00-8;ALTGRIMST-9;GLIMST-1;C11-1;IMST-2;2139
B00-8;ALTGRIMST-9;GLIMST-1;C11-1;IMST-3;1511
B00-8;ALTGRIMST-9;GLIMST-1;C11-1;IMST-4;1494
B00-8;ALTGRIMST-9;GLIMST-1;C11-2;IMST-1;3380
B00-8;ALTGRIMST-9;GLIMST-1;C11-2;IMST-2;2605
B00-8;ALTGRIMST-9;GLIMST-1;C11-2;IMST-3;1801
B00-8;ALTGRIMST-9;GLIMST-1;C11-2;IMST-4;1304
B00-8;ALTGRIMST-9;GLIMST-2;C11-1;IMST-1;1457
B00-8;ALTGRIMST-9;GLIMST-2;C11-1;IMST-2;613
B00-8;ALTGRIMST-9;GLIMST-2;C11-1;IMST-3;661
B00-8;ALTGRIMST-9;GLIMST-2;C11-1;IMST-4;873
B00-8;ALTGRIMST-9;GLIMST-2;C11-2;IMST-1;1464
B00-8;ALTGRIMST-9;GLIMST-2;C11-2;IMST-2;810
B00-8;ALTGRIMST-9;GLIMST-2;C11-2;IMST-3;863
B00-8;ALTGRIMST-9;GLIMST-2;C11-2;IMST-4;824
B00-8;ALTGRIMST-10;GLIMST-1;C11-1;IMST-1;4195
B00-8;ALTGRIMST-10;GLIMST-1;C11-1;IMST-2;2068
B00-8;ALTGRIMST-10;GLIMST-1;C11-1;IMST-3;1337
B00-8;ALTGRIMST-10;GLIMST-1;C11-1;IMST-4;1485
B00-8;ALTGRIMST-10;GLIMST-1;C11-2;IMST-1;3995
B00-8;ALTGRIMST-10;GLIMST-1;C11-2;IMST-2;2433
B00-8;ALTGRIMST-10;GLIMST-1;C11-2;IMST-3;1497
B00-8;ALTGRIMST-10;GLIMST-1;C11-2;IMST-4;1203
B00-8;ALTGRIMST-10;GLIMST-2;C11-1;IMST-1;1578
B00-8;ALTGRIMST-10;GLIMST-2;C11-1;IMST-2;603
B00-8;ALTGRIMST-10;GLIMST-2;C11-1;IMST-3;543
B00-8;ALTGRIMST-10;GLIMST-2;C11-1;IMST-4;795
B00-8;ALTGRIMST-10;GLIMST-2;C11-2;IMST-1;1601
B00-8;ALTGRIMST-10;GLIMST-2;C11-2;IMST-2;725
B00-8;ALTGRIMST-10;GLIMST-2;C11-2;IMST-3;704
B00-8;ALTGRIMST-10;GLIMST-2;C11-2;IMST-4;803
B00-8;ALTGRIMST-11;GLIMST-1;C11-1;IMST-1;5529
B00-8;ALTGRIMST-11;GLIMST-1;C11-1;IMST-2;2347
B00-8;ALTGRIMST-11;GLIMST-1;C11-1;IMST-3;1183
B00-8;ALTGRIMST-11;GLIMST-1;C11-1;IMST-4;1592
B00-8;ALTGRIMST-11;GLIMST-1;C11-2;IMST-1;5291
B00-8;ALTGRIMST-11;GLIMST-1;C11-2;IMST-2;2755
B00-8;ALTGRIMST-11;GLIMST-1;C11-2;IMST-3;1401
B00-8;ALTGRIMST-11;GLIMST-1;C11-2;IMST-4;1414
B00-8;ALTGRIMST-11;GLIMST-2;C11-1;IMST-1;1875
B00-8;ALTGRIMST-11;GLIMST-2;C11-1;IMST-2;615
B00-8;ALTGRIMST-11;GLIMST-2;C11-1;IMST-3;508
B00-8;ALTGRIMST-11;GLIMST-2;C11-1;IMST-4;830
B00-8;ALTGRIMST-11;GLIMST-2;C11-2;IMST-1;1847
B00-8;ALTGRIMST-11;GLIMST-2;C11-2;IMST-2;650
B00-8;ALTGRIMST-11;GLIMST-2;C11-2;IMST-3;640
B00-8;ALTGRIMST-11;GLIMST-2;C11-2;IMST-4;730
B00-8;ALTGRIMST-12;GLIMST-1;C11-1;IMST-1;6806
B00-8;ALTGRIMST-12;GLIMST-1;C11-1;IMST-2;2535
B00-8;ALTGRIMST-12;GLIMST-1;C11-1;IMST-3;1010
B00-8;ALTGRIMST-12;GLIMST-1;C11-1;IMST-4;1582
B00-8;ALTGRIMST-12;GLIMST-1;C11-2;IMST-1;6268
B00-8;ALTGRIMST-12;GLIMST-1;C11-2;IMST-2;2677
B00-8;ALTGRIMST-12;GLIMST-1;C11-2;IMST-3;1233
B00-8;ALTGRIMST-12;GLIMST-1;C11-2;IMST-4;1483
B00-8;ALTGRIMST-12;GLIMST-2;C11-1;IMST-1;1857
B00-8;ALTGRIMST-12;GLIMST-2;C11-1;IMST-2;511
B00-8;ALTGRIMST-12;GLIMST-2;C11-1;IMST-3;372
B00-8;ALTGRIMST-12;GLIMST-2;C11-1;IMST-4;686
B00-8;ALTGRIMST-12;GLIMST-2;C11-2;IMST-1;1660
B00-8;ALTGRIMST-12;GLIMST-2;C11-2;IMST-2;592
B00-8;ALTGRIMST-12;GLIMST-2;C11-2;IMST-3;357
B00-8;ALTGRIMST-12;GLIMST-2;C11-2;IMST-4;658
B00-8;ALTGRIMST-13;GLIMST-1;C11-1;IMST-1;6430
B00-8;ALTGRIMST-13;GLIMST-1;C11-1;IMST-2;1856
B00-8;ALTGRIMST-13;GLIMST-1;C11-1;IMST-3;717
B00-8;ALTGRIMST-13;GLIMST-1;C11-1;IMST-4;1369
B00-8;ALTGRIMST-13;GLIMST-1;C11-2;IMST-1;6353
B00-8;ALTGRIMST-13;GLIMST-1;C11-2;IMST-2;1802
B00-8;ALTGRIMST-13;GLIMST-1;C11-2;IMST-3;841
B00-8;ALTGRIMST-13;GLIMST-1;C11-2;IMST-4;1495
B00-8;ALTGRIMST-13;GLIMST-2;C11-1;IMST-1;1295
B00-8;ALTGRIMST-13;GLIMST-2;C11-1;IMST-2;307
B00-8;ALTGRIMST-13;GLIMST-2;C11-1;IMST-3;193
B00-8;ALTGRIMST-13;GLIMST-2;C11-1;IMST-4;458
B00-8;ALTGRIMST-13;GLIMST-2;C11-2;IMST-1;1419
B00-8;ALTGRIMST-13;GLIMST-2;C11-2;IMST-2;293
B00-8;ALTGRIMST-13;GLIMST-2;C11-2;IMST-3;207
B00-8;ALTGRIMST-13;GLIMST-2;C11-2;IMST-4;590
B00-8;ALTGRIMST-14;GLIMST-1;C11-1;IMST-1;5248
B00-8;ALTGRIMST-14;GLIMST-1;C11-1;IMST-2;1293
B00-8;ALTGRIMST-14;GLIMST-1;C11-1;IMST-3;347
B00-8;ALTGRIMST-14;GLIMST-1;C11-1;IMST-4;954
B00-8;ALTGRIMST-14;GLIMST-1;C11-2;IMST-1;5218
B00-8;ALTGRIMST-14;GLIMST-1;C11-2;IMST-2;1291
B00-8;ALTGRIMST-14;GLIMST-1;C11-2;IMST-3;453
B00-8;ALTGRIMST-14;GLIMST-1;C11-2;IMST-4;1064
B00-8;ALTGRIMST-14;GLIMST-2;C11-1;IMST-1;1012
B00-8;ALTGRIMST-14;GLIMST-2;C11-1;IMST-2;147
B00-8;ALTGRIMST-14;GLIMST-2;C11-1;IMST-3;91
B00-8;ALTGRIMST-14;GLIMST-2;C11-1;IMST-4;500
B00-8;ALTGRIMST-14;GLIMST-2;C11-2;IMST-1;1416
B00-8;ALTGRIMST-14;GLIMST-2;C11-2;IMST-2;276
B00-8;ALTGRIMST-14;GLIMST-2;C11-2;IMST-3;144
B00-8;ALTGRIMST-14;GLIMST-2;C11-2;IMST-4;675
B00-8;ALTGRIMST-15;GLIMST-1;C11-1;IMST-1;4501
B00-8;ALTGRIMST-15;GLIMST-1;C11-1;IMST-2;985
B00-8;ALTGRIMST-15;GLIMST-1;C11-1;IMST-3;221
B00-8;ALTGRIMST-15;GLIMST-1;C11-1;IMST-4;700
